Source,Target,Weight,Type
A_8,A_11,1,undirected
A_9,A_1,3,undirected
A_9,A_10,2,undirected
A_9,A_11,1,undirected
B_1,B_10,3,undirected
B_1,B_11,2,undirected
B_1,B_12,1,undirected
B_10,B_1,3,undirected
B_10,B_10,6,undirected
B_10,B_11,5,undirected
B_10,B_12,4,undirected
B_10,B_13,3,undirected
B_10,B_14,3,undirected
B_10,B_15,3,undirected
B_10,B_16,3,undirected
B_10,B_17,3,undirected
B_10,B_18,3,undirected
B_10,B_19,3,undirected
B_10,B_2,3,undirected
B_10,B_20,3,undirected
B_10,B_3,3,undirected
B_10,B_4,3,undirected
B_10,B_5,3,undirected
B_10,B_6,3,undirected
B_10,B_7,3,undirected
B_10,B_8,3,undirected
B_10,B_9,3,undirected
B_11,B_1,2,undirected
B_11,B_10,5,undirected
B_11,B_11,4,undirected
B_11,B_12,3,undirected
B_11,B_13,2,undirected
B_11,B_14,2,undirected
B_11,B_15,2,undirected
B_11,B_16,2,undirected
B_11,B_17,2,undirected
B_11,B_18,2,undirected
B_11,B_19,2,undirected
B_11,B_2,2,undirected
B_11,B_20,2,undirected
B_11,B_3,2,undirected
B_11,B_4,2,undirected
B_11,B_5,2,undirected
B_11,B_6,2,undirected
B_11,B_7,2,undirected
B_11,B_8,2,undirected
B_11,B_9,2,undirected
B_12,B_1,1,undirected
B_12,B_10,4,undirected
B_12,B_11,3,undirected
B_12,B_12,2,undirected
B_12,B_13,1,undirected
B_12,B_14,1,undirected
B_12,B_15,1,undirected
B_12,B_16,1,undirected
B_12,B_17,1,undirected
B_12,B_18,1,undirected
B_12,B_19,1,undirected
B_12,B_2,1,undirected
B_12,B_20,1,undirected
B_12,B_3,1,undirected
B_12,B_4,1,undirected
B_12,B_5,1,undirected
B_12,B_6,1,undirected
B_12,B_7,1,undirected
B_12,B_8,1,undirected
B_12,B_9,1,undirected
B_13,B_10,3,undirected
B_13,B_11,2,undirected
B_13,B_12,1,undirected
B_14,B_10,3,undirected
B_14,B_11,2,undirected
B_14,B_12,1,undirected
B_15,B_10,3,undirected
B_15,B_11,2,undirected
B_15,B_12,1,undirected
B_16,B_10,3,undirected
B_16,B_11,2,undirected
B_16,B_12,1,undirected
B_17,B_10,3,undirected
B_17,B_11,2,undirected
B_17,B_12,1,undirected
B_18,B_10,3,undirected
B_18,B_11,2,undirected
B_18,B_12,1,undirected
B_19,B_10,3,undirected
B_19,B_11,2,undirected
B_19,B_12,1,undirected
B_2,B_10,3,undirected
B_2,B_11,2,undirected
B_2,B_12,1,undirected
B_20,B_10,3,undirected
B_20,B_11,2,undirected
B_20,B_12,1,undirected
B_3,B_10,3,undirected
B_3,B_11,2,undirected
B_3,B_12,1,undirected
B_4,B_10,3,undirected
B_4,B_11,2,undirected
B_4,B_12,1,undirected
B_5,B_10,3,undirected
B_5,B_11,2,undirected
B_5,B_12,1,undirected
B_6,B_10,3,undirected
B_6,B_11,2,undirected
B_6,B_12,1,undirected
B_7,B_10,3,undirected
B_7,B_11,2,undirected
B_7,B_12,1,undirected
B_8,B_10,3,undirected
B_8,B_11,2,undirected
B_8,B_12,1,undirected
B_9,B_10,3,undirected
B_9,B_11,2,undirected
B_9,B_12,1,undirected
C_1,C_11,3,undirected
C_1,C_12,2,undirected
C_1,C_13,1,undirected
C_10,C_11,6,undirected
C_10,C_12,5,undirected
C_10,C_13,4,undirected
C_10,C_14,3,undirected
C_10,C_15,3,undirected
C_10,C_16,3,undirected
C_10,C_17,3,undirected
C_10,C_18,3,undirected
C_10,C_19,3,undirected
C_10,C_2,3,undirected
C_10,C_20,3,undirected
C_10,C_3,3,undirected
C_10,C_4,3,undirected
C_10,C_5,3,undirected
C_10,C_6,3,undirected
C_10,C_7,3,undirected
C_10,C_8,3,undirected
C_10,C_9,3,undirected
C_11,C_1,3,undirected
C_11,C_10,6,undirected
C_11,C_12,4,undirected
C_11,C_13,3,undirected
C_11,C_14,2,undirected
C_11,C_15,2,undirected
C_11,C_16,2,undirected
C_11,C_17,2,undirected
C_11,C_18,2,undirected
C_11,C_19,2,undirected
C_11,C_2,2,undirected
C_11,C_20,2,undirected
C_11,C_3,2,undirected
C_11,C_4,2,undirected
C_11,C_5,2,undirected
C_11,C_6,2,undirected
C_11,C_7,2,undirected
C_11,C_8,2,undirected
C_11,C_9,2,undirected
C_12,C_1,2,undirected
C_12,C_10,5,undirected
C_12,C_11,4,undirected
C_12,C_13,2,undirected
C_12,C_14,1,undirected
C_12,C_15,1,undirected
C_12,C_16,1,undirected
C_12,C_17,1,undirected
C_12,C_18,1,undirected
C_12,C_19,1,undirected
C_12,C_2,1,undirected
C_12,C_20,1,undirected
C_12,C_3,1,undirected
C_12,C_4,1,undirected
C_12,C_5,1,undirected
C_12,C_6,1,undirected
C_12,C_7,1,undirected
C_12,C_8,1,undirected
C_12,C_9,1,undirected
C_13,C_1,1,undirected
C_13,C_10,4,undirected
C_13,C_11,3,undirected
C_13,C_12,2,undirected
C_14,C_10,3,undirected
C_14,C_11,2,undirected
C_14,C_12,1,undirected
C_15,C_10,3,undirected
C_15,C_11,2,undirected
C_15,C_12,1,undirected
C_16,C_10,3,undirected
C_16,C_11,2,undirected
C_16,C_12,1,undirected
C_17,C_10,3,undirected
C_17,C_11,2,undirected
C_17,C_12,1,undirected
C_18,C_10,3,undirected
C_18,C_11,2,undirected
C_18,C_12,1,undirected
C_19,C_10,3,undirected
C_19,C_11,2,undirected
C_19,C_12,1,undirected
C_2,C_10,3,undirected
C_2,C_11,2,undirected
C_2,C_12,1,undirected
C_20,C_10,3,undirected
C_20,C_11,2,undirected
C_20,C_12,1,undirected
C_3,C_10,3,undirected
C_3,C_11,2,undirected
C_3,C_12,1,undirected
C_4,C_10,3,undirected
C_4,C_11,2,undirected
C_4,C_12,1,undirected
C_5,C_10,3,undirected
C_5,C_11,2,undirected
C_5,C_12,1,undirected
C_6,C_10,3,undirected
C_6,C_11,2,undirected
C_6,C_12,1,undirected
C_7,C_10,3,undirected
C_7,C_11,2,undirected
C_7,C_12,1,undirected
C_8,C_10,3,undirected
C_8,C_11,2,undirected
C_8,C_12,1,undirected
C_9,C_10,3,undirected
C_9,C_11,2,undirected
C_9,C_12,1,undirected
