Source,Target,Weight,Type
0,11,2,undirected
0,12,30,undirected
0,13,12,undirected
0,14,26,undirected
0,15,3,undirected
0,18,1,undirected
1,3,5,undirected
1,4,3,undirected
1,6,46,undirected
1,10,1,undirected
1,12,10,undirected
1,15,2,undirected
1,16,11,undirected
1,18,23,undirected
1,60,1,undirected
1,61,1,undirected
2,3,4,undirected
2,6,6,undirected
2,7,3,undirected
2,8,5,undirected
2,9,1,undirected
2,10,24,undirected
2,12,26,undirected
2,17,1,undirected
2,18,8,undirected
2,19,1,undirected
3,1,5,undirected
3,2,4,undirected
3,4,1,undirected
3,6,9,undirected
3,7,1,undirected
3,8,3,undirected
3,10,8,undirected
3,11,1,undirected
3,12,37,undirected
3,15,5,undirected
3,18,1,undirected
3,19,3,undirected
4,1,3,undirected
4,3,1,undirected
4,5,7,undirected
4,6,43,undirected
4,7,6,undirected
4,8,12,undirected
4,9,22,undirected
4,10,26,undirected
4,12,20,undirected
4,15,1,undirected
4,17,2,undirected
4,18,2,undirected
4,19,1,undirected
4,60,1,undirected
4,61,1,undirected
5,4,7,undirected
5,6,3,undirected
5,7,7,undirected
5,8,1,undirected
5,10,14,undirected
5,12,32,undirected
5,19,2,undirected
6,1,46,undirected
6,2,6,undirected
6,3,9,undirected
6,4,43,undirected
6,5,3,undirected
6,7,1,undirected
6,8,3,undirected
6,9,42,undirected
6,10,1,undirected
6,11,5,undirected
6,12,14,undirected
6,15,21,undirected
6,16,15,undirected
6,18,35,undirected
6,19,17,undirected
7,2,3,undirected
7,3,1,undirected
7,4,6,undirected
7,5,7,undirected
7,6,1,undirected
7,8,1,undirected
7,9,10,undirected
7,10,30,undirected
7,12,27,undirected
7,17,8,undirected
7,19,1,undirected
8,2,5,undirected
8,3,3,undirected
8,4,12,undirected
8,5,1,undirected
8,6,3,undirected
8,7,1,undirected
8,10,34,undirected
8,12,22,undirected
8,18,9,undirected
8,19,5,undirected
8,61,1,undirected
9,2,1,undirected
9,4,22,undirected
9,6,42,undirected
9,7,10,undirected
9,12,14,undirected
9,15,1,undirected
9,17,6,undirected
10,1,1,undirected
10,2,24,undirected
10,3,8,undirected
10,4,26,undirected
10,5,14,undirected
10,6,1,undirected
10,7,30,undirected
10,8,34,undirected
10,12,40,undirected
10,16,3,undirected
10,17,16,undirected
10,61,1,undirected
11,0,2,undirected
11,3,1,undirected
11,6,5,undirected
11,12,26,undirected
11,13,24,undirected
11,14,1,undirected
11,16,2,undirected
11,18,14,undirected
11,19,6,undirected
12,0,30,undirected
12,1,10,undirected
12,2,26,undirected
12,3,37,undirected
12,4,20,undirected
12,5,32,undirected
12,6,14,undirected
12,7,27,undirected
12,8,22,undirected
12,9,14,undirected
12,10,40,undirected
12,11,26,undirected
12,13,24,undirected
12,14,34,undirected
12,15,36,undirected
12,16,31,undirected
12,17,39,undirected
12,18,35,undirected
12,19,38,undirected
13,0,12,undirected
13,11,24,undirected
13,12,24,undirected
13,14,46,undirected
13,15,1,undirected
14,0,26,undirected
14,11,1,undirected
14,12,34,undirected
14,13,46,undirected
14,15,10,undirected
14,16,2,undirected
14,18,11,undirected
15,0,3,undirected
15,1,2,undirected
15,3,5,undirected
15,4,1,undirected
15,6,21,undirected
15,9,1,undirected
15,12,36,undirected
15,13,1,undirected
15,14,10,undirected
15,16,2,undirected
15,18,6,undirected
15,19,2,undirected
16,1,11,undirected
16,6,15,undirected
16,10,3,undirected
16,11,2,undirected
16,12,31,undirected
16,14,2,undirected
16,15,2,undirected
16,17,3,undirected
16,19,6,undirected
17,2,1,undirected
17,4,2,undirected
17,7,8,undirected
17,9,6,undirected
17,10,16,undirected
17,12,39,undirected
17,16,3,undirected
17,19,7,undirected
18,0,1,undirected
18,1,23,undirected
18,2,8,undirected
18,3,1,undirected
18,4,2,undirected
18,6,35,undirected
18,8,9,undirected
18,11,14,undirected
18,12,35,undirected
18,14,11,undirected
18,15,6,undirected
18,19,9,undirected
18,60,6,undirected
18,61,7,undirected
19,2,1,undirected
19,3,3,undirected
19,4,1,undirected
19,5,2,undirected
19,6,17,undirected
19,7,1,undirected
19,8,5,undirected
19,11,6,undirected
19,12,38,undirected
19,15,2,undirected
19,16,6,undirected
19,17,7,undirected
19,18,9,undirected
20,21,2,undirected
20,25,19,undirected
20,33,2,undirected
20,35,20,undirected
20,37,37,undirected
20,39,1,undirected
21,20,2,undirected
21,23,5,undirected
21,24,5,undirected
21,25,29,undirected
21,26,26,undirected
21,27,3,undirected
21,31,4,undirected
21,32,7,undirected
21,33,5,undirected
21,35,1,undirected
21,36,2,undirected
21,37,29,undirected
21,38,8,undirected
22,24,12,undirected
22,26,9,undirected
22,27,19,undirected
22,28,3,undirected
22,35,47,undirected
22,36,3,undirected
22,37,4,undirected
23,21,5,undirected
23,25,5,undirected
23,26,21,undirected
23,27,14,undirected
23,28,3,undirected
23,30,15,undirected
23,31,1,undirected
23,32,2,undirected
23,33,2,undirected
23,36,1,undirected
23,38,7,undirected
23,39,11,undirected
24,21,5,undirected
24,22,12,undirected
24,26,13,undirected
24,29,2,undirected
24,30,1,undirected
24,32,6,undirected
24,33,24,undirected
24,34,2,undirected
24,37,20,undirected
25,20,19,undirected
25,21,29,undirected
25,23,5,undirected
25,26,10,undirected
25,27,6,undirected
25,29,5,undirected
25,30,6,undirected
25,32,1,undirected
25,34,2,undirected
25,37,14,undirected
25,39,24,undirected
26,21,26,undirected
26,22,9,undirected
26,23,21,undirected
26,24,13,undirected
26,25,10,undirected
26,27,9,undirected
26,28,56,undirected
26,29,8,undirected
26,30,33,undirected
26,31,7,undirected
26,32,8,undirected
26,33,2,undirected
26,34,18,undirected
26,36,46,undirected
26,37,7,undirected
26,38,1,undirected
27,21,3,undirected
27,22,19,undirected
27,23,14,undirected
27,25,6,undirected
27,26,9,undirected
27,28,34,undirected
27,29,19,undirected
27,30,53,undirected
27,31,5,undirected
27,32,38,undirected
27,33,12,undirected
27,35,6,undirected
27,36,25,undirected
27,37,16,undirected
27,38,24,undirected
27,39,7,undirected
28,22,3,undirected
28,23,3,undirected
28,26,56,undirected
28,27,34,undirected
28,30,5,undirected
28,35,8,undirected
28,36,7,undirected
28,37,4,undirected
28,38,16,undirected
29,24,2,undirected
29,25,5,undirected
29,26,8,undirected
29,27,19,undirected
29,30,6,undirected
29,32,27,undirected
29,35,9,undirected
29,37,1,undirected
29,38,2,undirected
30,23,15,undirected
30,24,1,undirected
30,25,6,undirected
30,26,33,undirected
30,27,53,undirected
30,28,5,undirected
30,29,6,undirected
30,31,15,undirected
30,32,44,undirected
30,33,5,undirected
30,37,6,undirected
30,38,3,undirected
30,39,11,undirected
31,21,4,undirected
31,23,1,undirected
31,26,7,undirected
31,27,5,undirected
31,30,15,undirected
31,32,16,undirected
31,34,11,undirected
31,35,3,undirected
31,36,10,undirected
31,38,4,undirected
31,39,1,undirected
32,21,7,undirected
32,23,2,undirected
32,24,6,undirected
32,25,1,undirected
32,26,8,undirected
32,27,38,undirected
32,29,27,undirected
32,30,44,undirected
32,31,16,undirected
32,36,17,undirected
32,37,26,undirected
33,20,2,undirected
33,21,5,undirected
33,23,2,undirected
33,24,24,undirected
33,26,2,undirected
33,27,12,undirected
33,30,5,undirected
33,35,2,undirected
33,36,1,undirected
33,37,25,undirected
34,24,2,undirected
34,25,2,undirected
34,26,18,undirected
34,31,11,undirected
34,35,11,undirected
34,36,16,undirected
34,37,4,undirected
34,38,8,undirected
35,20,20,undirected
35,21,1,undirected
35,22,47,undirected
35,27,6,undirected
35,28,8,undirected
35,29,9,undirected
35,31,3,undirected
35,33,2,undirected
35,34,11,undirected
35,37,4,undirected
35,39,30,undirected
36,21,2,undirected
36,22,3,undirected
36,23,1,undirected
36,26,46,undirected
36,27,25,undirected
36,28,7,undirected
36,31,10,undirected
36,32,17,undirected
36,33,1,undirected
36,34,16,undirected
36,38,4,undirected
37,20,37,undirected
37,21,29,undirected
37,22,4,undirected
37,24,20,undirected
37,25,14,undirected
37,26,7,undirected
37,27,16,undirected
37,28,4,undirected
37,29,1,undirected
37,30,6,undirected
37,32,26,undirected
37,33,25,undirected
37,34,4,undirected
37,35,4,undirected
37,39,4,undirected
38,21,8,undirected
38,23,7,undirected
38,26,1,undirected
38,27,24,undirected
38,28,16,undirected
38,29,2,undirected
38,30,3,undirected
38,31,4,undirected
38,34,8,undirected
38,36,4,undirected
39,20,1,undirected
39,23,11,undirected
39,25,24,undirected
39,27,7,undirected
39,30,11,undirected
39,31,1,undirected
39,35,30,undirected
39,37,4,undirected
40,41,9,undirected
40,43,7,undirected
40,45,25,undirected
40,48,5,undirected
40,54,32,undirected
40,56,15,undirected
40,57,24,undirected
40,58,1,undirected
41,40,9,undirected
41,43,4,undirected
41,44,2,undirected
41,45,10,undirected
41,46,24,undirected
41,48,20,undirected
41,51,13,undirected
41,53,1,undirected
41,54,15,undirected
41,55,1,undirected
41,56,40,undirected
41,57,4,undirected
41,59,13,undirected
41,60,7,undirected
41,61,6,undirected
42,43,6,undirected
42,44,8,undirected
42,47,14,undirected
42,49,27,undirected
42,50,45,undirected
42,51,12,undirected
42,52,38,undirected
42,54,2,undirected
42,55,2,undirected
42,57,28,undirected
42,58,1,undirected
43,40,7,undirected
43,41,4,undirected
43,42,6,undirected
43,45,2,undirected
43,46,28,undirected
43,47,2,undirected
43,49,25,undirected
43,52,11,undirected
43,57,1,undirected
43,59,9,undirected
44,41,2,undirected
44,42,8,undirected
44,46,8,undirected
44,47,28,undirected
44,48,1,undirected
44,49,13,undirected
44,52,1,undirected
44,53,7,undirected
44,56,9,undirected
45,40,25,undirected
45,41,10,undirected
45,43,2,undirected
45,46,13,undirected
45,48,59,undirected
45,49,13,undirected
45,50,1,undirected
45,51,4,undirected
45,52,1,undirected
45,56,17,undirected
45,57,9,undirected
45,58,5,undirected
45,59,6,undirected
46,41,24,undirected
46,43,28,undirected
46,44,8,undirected
46,45,13,undirected
46,47,4,undirected
46,48,33,undirected
46,49,6,undirected
46,51,11,undirected
46,52,27,undirected
46,53,13,undirected
46,56,3,undirected
46,57,10,undirected
46,58,26,undirected
46,59,6,undirected
46,60,17,undirected
46,61,15,undirected
47,42,14,undirected
47,43,2,undirected
47,44,28,undirected
47,46,4,undirected
47,49,8,undirected
47,51,6,undirected
47,52,9,undirected
47,53,12,undirected
47,55,40,undirected
47,56,6,undirected
47,59,2,undirected
