Source,Target,Weight,Type
0,1,3,undirected
0,2,29,undirected
0,3,1,undirected
0,5,4,undirected
0,6,4,undirected
0,8,27,undirected
0,10,9,undirected
0,12,14,undirected
0,14,2,undirected
0,15,18,undirected
0,17,13,undirected
0,18,3,undirected
0,19,13,undirected
1,0,3,undirected
1,3,1,undirected
1,5,2,undirected
1,6,6,undirected
1,7,12,undirected
1,8,18,undirected
1,9,11,undirected
1,10,14,undirected
1,13,3,undirected
1,14,4,undirected
1,16,9,undirected
1,17,2,undirected
1,18,8,undirected
1,19,10,undirected
2,0,29,undirected
2,4,2,undirected
2,5,1,undirected
2,6,6,undirected
2,8,17,undirected
2,10,8,undirected
2,12,4,undirected
2,13,22,undirected
2,14,9,undirected
2,15,8,undirected
2,16,21,undirected
2,17,1,undirected
2,18,1,undirected
2,19,2,undirected
3,0,1,undirected
3,1,1,undirected
3,7,8,undirected
3,8,25,undirected
3,9,29,undirected
3,11,20,undirected
3,14,1,undirected
3,18,14,undirected
4,2,2,undirected
4,5,23,undirected
4,7,19,undirected
4,8,23,undirected
4,9,8,undirected
4,10,1,undirected
4,11,11,undirected
4,14,19,undirected
4,15,3,undirected
4,17,10,undirected
4,18,18,undirected
4,19,2,undirected
5,0,4,undirected
5,1,2,undirected
5,2,1,undirected
5,4,23,undirected
5,6,4,undirected
5,7,13,undirected
5,8,41,undirected
5,10,4,undirected
5,12,13,undirected
5,14,17,undirected
5,15,3,undirected
5,16,10,undirected
5,18,18,undirected
6,0,4,undirected
6,1,6,undirected
6,2,6,undirected
6,5,4,undirected
6,8,22,undirected
6,10,3,undirected
6,11,6,undirected
6,12,2,undirected
6,13,2,undirected
6,14,2,undirected
6,15,1,undirected
6,16,2,undirected
6,17,4,undirected
6,18,16,undirected
6,19,8,undirected
7,1,12,undirected
7,3,8,undirected
7,4,19,undirected
7,5,13,undirected
7,8,4,undirected
7,9,1,undirected
7,11,1,undirected
7,13,16,undirected
7,14,4,undirected
7,16,1,undirected
7,18,1,undirected
8,0,27,undirected
8,1,18,undirected
8,2,17,undirected
8,3,25,undirected
8,4,23,undirected
8,5,41,undirected
8,6,22,undirected
8,7,4,undirected
8,9,12,undirected
8,10,19,undirected
8,11,25,undirected
8,12,20,undirected
8,13,23,undirected
8,14,14,undirected
8,15,24,undirected
8,16,17,undirected
8,17,12,undirected
8,18,23,undirected
8,19,16,undirected
9,1,11,undirected
9,3,29,undirected
9,4,8,undirected
9,7,1,undirected
9,8,12,undirected
9,11,22,undirected
9,13,4,undirected
9,14,1,undirected
9,15,1,undirected
9,18,18,undirected
9,19,2,undirected
10,0,9,undirected
10,1,14,undirected
10,2,8,undirected
